x	y	text
886	171	기관우편번호
199	171	RJCT_YN
289	171	NEO
157	172	최초등록일시
488	172	내용
639	172	전자기록물여부
1011	172	시대구분명
321	172	저장매체명
841	172	유형분류(소)
591	172	시행일자
556	172	ENDDATE
456	172	신청자연락처
616	172	알레로키
927	172	유형분류(소)
513	172	업무담당자
690	172	대량등록작업비고
709	172	대등제목
759	172	부제목
780	172	내용
181	172	OPEN_YN
224	172	REQR_NAME
416	172	내용
437	172	상태
106	172	전자서명유효성검사계획_철
199	173	RJCT_RSN
886	173	행정동코드
289	173	NEO
157	173	최초등록자ID
639	173	기록물철분류번호
488	173	내용언어코드(RG032)
321	173	저장위치
591	173	"수신자(발신자)"
556	173	ENDSAYU
513	173	구기록물철분류번호
616	173	접수년도
690	173	대량등록파일삭제여부
709	173	부제목
759	173	기타제목
780	173	내용언어코드
927	173	소장처구분(CM082)
416	173	내용언어코드
106	174	전자서명유효성검사실행전_철
181	174	RJCT_YN
224	174	REQ_DT
363	174	작업요청번호
437	174	미수집제외구분
886	174	소재지코드
199	174	MAM_PATH
157	174	최종수정일시
488	174	형태구분코드(RG044)
639	174	특수기록물
321	174	매체구분코드
591	174	문서과배부번호
556	174	DAMDANG
845	175	(CM _FOREIGN)
616	175	접수번호
927	175	소장국가(CM_FOREIGN)
513	175	신구기록물구분
690	175	최초등록자ID
709	175	기타제목
759	175	제목(띄어쓰기)
780	175	형태구분코드
181	175	RJCT_RSN
224	175	CLCT_MNGR_NAME
437	175	처리부서코드
106	175	전자서명유효성검사실행_철
363	175	등록구분
199	175	DTL_GBN
886	175	지번
157	175	최종수정자ID
639	175	공개구분
488	175	유형구분코드(RG034)
321	176	매체이름
591	176	생산기관등록번호
841	176	소장기관설명(소장자설명)
556	176	OLDBUNRYUNO
513	176	수정여부
616	176	알레로등록결과
690	176	최초등록일시
709	176	제목(띄어쓰기)
759	176	원어명
780	176	유형구분코드
927	176	소장기관설명
106	176	전자서명유효성검사정상_철
181	176	MAM_PATH
224	176	CLCT_DT
363	176	발간등록번호별기본목록순서
437	176	MTYPE
886	176	기관지번
199	176	STAT_CODE
293	176	ID
157	177	검수자ID (FK)
488	177	유형구분코드2(RG034)
639	177	공개제한부분표시
321	177	작업구분코드
841	177	소장기관연혁(소장자이력)
591	177	전자기록물여부
544	177	SID (FK)
556	177	OLDGUBUN
616	177	알레로등록일
927	177	소장기관연혁
513	177	등록건수
690	177	최종수정자ID
709	177	원어명
759	177	서비스제목
780	177	보존등급
870	177	통합기관코드 (FK)
181	177	PROD_PLACE
224	177	ON_LINE_GBN
416	177	보존등급
397	177	SID (FK)
106	177	전자서명유효성검사오류_철
363	177	발간등록번호
199	178	MNGNO_ASNG_DTM
886	178	기관전화번호
437	178	RECGUBUN
540	178	행번호
639	178	구기록물보존기간
488	178	보존등급(RG040)
321	178	감사추적
591	178	기록물철분류번호
556	178	ISUPDATE
392	178	복본구분
513	178	쪽수
616	178	해쉬알고리즘
690	178	최종수정일시
709	178	서비스제목
759	178	서비스제목적용여부
780	178	열람등급
927	178	참조기관코드
416	179	열람등급
106	179	전자서명유효성검사처리율
181	179	MAMDSID
224	179	RGST_DTM
363	179	발간일자
437	179	발행기관
886	179	기관팩스번호
199	179	MNGNO
995	179	데몬프로세스ID
1029	179	법정동코드
1046	179	직급코드
1064	179	직렬코드
456	179	전송일시
488	179	열람등급(RG041)
639	179	내용요약
321	179	비고
841	179	생성일자
870	179	구기록기관코드
591	179	특수기록물
732	179	임시기본목록SID
556	179	DETQTY
977	179	대통령기록분류코드
308	180	볼륨ID
392	180	복본표시
616	180	해쉬값
927	180	생성일자
962	180	일련번호
709	180	서비스제목적용여부
759	180	서비스제목최종수정자ID
780	180	코너구분
224	180	RGST_ADMIN_ID
416	180	코너구분
437	180	신청구분코드
540	180	특수목록1
106	180	전자서명유효성검사비고
363	180	등록일자
199	180	REAL_SEQ (FK)
886	180	생성일자
1013	180	목적분류코드
456	180	순번
639	180	기록물형태
488	180	실제책페이지
321	181	최초등록자ID
591	181	공개구분
841	181	폐지일자
870	181	구기관코드명
732	181	임시세부목록SID
556	181	PAGE
513	181	인수인계_구분
616	181	변환상태구분코드
709	181	서비스제목최종수정자ID
759	181	서비스제목최종수정일자
780	181	DOCUNO
927	181	폐지일자
995	181	데몬프로세스명
1029	181	법정동명
1046	181	직급명
1064	181	직렬명
416	181	DOCUNO
106	181	전자서명유효성검사계획수량_파일
363	181	권
437	181	형태구분코드
540	181	특수목록2
886	181	폐지일자
231	181	SID (FK)
977	182	대통령기록분류명
308	182	볼륨명
488	182	권
639	182	신구기록물구분
962	182	파일명
321	182	최초등록일시
870	182	참조기관코드
591	182	공개제한부분표시
556	182	ELECFILENO
616	182	육안검사일자
927	182	폐지구분
513	182	인수인계_처리기관코드
709	182	서비스제목최종수정일자
759	182	기안자(업무담당자)
780	182	이미지PAGE
995	182	데몬생명주기
1029	182	사용여부
1064	182	비고
224	182	STAT_CODE
416	182	이미지PAGE
437	182	폐간여부
456	182	등록구분
540	182	특수목록3
106	182	전자서명유효성검사실행전_파일
363	182	호
886	183	폐지여부
732	183	행번호
308	183	저장매체유형코드
639	183	수정여부
962	183	등록순번
977	183	비고
488	183	발행기관
321	183	최종수정자ID
591	183	구기록물보존기간
841	183	기관담당자(소장자)
870	183	생성일자
556	183	INSUGUBUN
513	183	인수인계_단위업무코드
616	183	육안검사자ID
709	183	분류체계구분ID
759	183	결제권자
780	183	작업대상
927	183	기관담당자
995	183	데몬프로세스명령어
1013	183	목적분류명
1029	183	비고
1064	183	최초등록자ID
416	184	작업대상
456	184	발간등록신청일련번호
106	184	전자서명유효성검사실행_파일
224	184	REAL_CNFM_REQ_DTM
363	184	통권
437	184	공개여부
886	184	이전기관코드
732	184	특수목록1
977	184	최초등록자ID
308	184	매체구분코드
488	184	호
962	184	처리타입
321	184	최종수정일시
841	184	기관전화번호
870	184	폐지일자
591	184	내용요약
556	185	INSUKIKWANCODE
616	185	오류유형
927	185	기관전화번호
513	185	인수인계_생산년도
709	185	분류체계ID
759	185	페이지시작
780	185	교체처리기준일
995	185	분주기코드
1013	185	목적분류단계
1029	185	최초등록자ID
1064	185	최초등록일시
133	185	품질검사순번 (FK)
416	185	교체처리기준일
437	185	공개제한부분표시
456	185	신청자명
106	185	전자서명유효성검사정상_파일
363	185	첨부파일ID
886	185	최종작업일자
297	185	SID (FK)
732	185	특수목록2
308	185	문서유형코드
639	185	건번호
962	185	기능분류코드
977	185	최초등록일시
488	185	통권
591	186	기록물형태
841	186	기관팩스번호
870	186	비고
556	186	INSUDANWICODE
616	186	오류내용
927	186	기관팩스번호
133	186	검수자ID (FK)
416	186	광디스크번호
456	186	주민번호(사용하지않음)
513	186	인수인계_기록물철등록일련번호
709	186	분류체계명
759	186	페이지끝
780	186	광디스크번호
995	186	시간주기코드
1013	186	정렬순서
1029	186	최초등록일시
1064	186	최종수정자ID
106	186	전자서명유효성검사오류_파일
363	186	첨부파일명
437	186	비공개기간시작일
199	186	BSID (FK)
886	186	기관유형코드
732	186	특수목록3
297	187	SID (FK)
977	187	최종수정자ID
308	187	비고
488	187	원저자명
639	187	건연결번호
962	187	기능분류명
841	187	전자우편
870	187	최초등록자ID
591	187	신구기록물구분
556	187	INSUPRODDATE
616	187	오류여부
927	187	전자우편
513	187	인수인계_권호수
709	187	기록물구분
759	187	쪽수
780	187	이미지시작페이지
995	187	일자주기코드
1013	187	기능분류등급구분
1029	187	최종수정자ID
1064	187	최종수정일시
133	187	이관기본목록SID
290	187	행위자유형코드
416	187	이미지시작페이지
437	187	비공개기간종료일
456	187	비밀번호
106	188	파일추출시작일
363	188	전송일시
199	188	DSID
886	188	공무원교육훈련기관여부
732	188	최초등록일시
308	188	최초등록자ID
639	188	첨부물구분기호
962	188	처리상태
977	188	최종수정일시
392	188	발행기관
488	188	공저자명
591	188	수정여부
841	188	주소
870	188	최초등록일시
556	188	INSUDOCYEARNO
616	188	바이러스감염일자
927	188	주소
133	189	이관세부목록SID
181	189	BSID (FK)
416	189	STYLELEVEL
456	189	이메일
709	189	기록물등록형태
759	189	공개구분
780	189	STYLELEVEL
995	189	월주기코드
1013	189	과제시작일시
1029	189	최종수정일시
106	189	파일추출종료일
159	189	기관코드
290	189	변경이력순번
363	189	기본목록SID
437	189	최초등록일시
886	189	기관장지급명
732	189	최초등록자ID
249	189	ID
308	189	최초등록일시
392	189	입수방법구분코드
488	189	역자명
639	189	편철순서
962	189	오류내용
841	189	비고
870	189	최종수정자ID
591	189	기록물관리번호
556	190	INSUVOLNO
199	190	BND_TITLE
616	190	1차바이러스감염여부
927	190	비고
181	190	DSID
709	190	기록물형태
759	190	공개제한부분표시
780	190	실제책페이지
995	190	주간주기코드
1013	190	과제종료일시
416	190	실제책페이지
437	190	최초등록자ID
456	190	신청자소속기관
106	190	파일추출평균소요시간
159	190	이관년도 (FK)
363	190	ALERO파일ID
886	190	소재지주소
732	190	최종수정일시
308	190	최종수정자ID
962	190	카테고리구분
392	191	저장장소코드
488	191	대등서명
133	191	이관첨부파일추출일련번호
591	191	건번호
841	191	기관명(폐쇄기관용)
870	191	최종수정일시
290	191	행위자명
199	191	EQ_TITLE
556	191	CONTEXTMEMO
616	191	1차바이러스치료여부
927	191	기관명(폐쇄기관용)
416	191	권
456	191	신청자소속부서
513	191	기록물철상태
709	191	기록물유형
759	191	전자기록물여부
780	191	권
995	191	프로세스설명
1013	191	삭제여부
1046	191	폐지여부
437	191	최종수정일시
106	191	파일추출총소요시간
159	191	이관기본목록SID (FK)
363	191	ALERO파일SEQ
886	191	비고
732	191	최종수정자ID
308	192	최종수정일시
392	192	간행물서고관리번호
488	192	부서명
639	192	등록일자
691	192	대량등록작업ID (FK)
962	192	업로드일시
181	192	BND_TITLE
841	192	컨버전여부
870	192	CONV_YN
133	192	품질검사 차수
290	192	행위자처리과코드
591	192	건연결번호
556	192	POSITION
199	192	SUB_TITLE
616	192	2차바이러스감염여부
927	192	작업구분
709	192	보존시설
759	192	수신자(발신자)
780	192	발행기관
995	192	데몬가동일시
1013	192	기관코드
1046	192	비고
416	192	발행기관
437	192	최종수정자ID
456	192	신청자전화번호
106	193	파일추출계획_철
159	193	이관세부목록SID (FK)
886	193	최초등록자ID
639	193	페이지시작
691	193	대량등록파일ID
962	193	최초등록자ID
392	193	SCAN여부
488	193	원서명
133	193	본문손상_보존포맷미변환건수
181	193	EQ_TITLE
591	193	첨부물구분기호
841	193	최초등록자ID
290	193	행위자처리과명
199	193	TMP_TITLE
556	193	BND_STAT
616	194	2차바이러스치료여부
927	194	최초등록자ID
416	194	호
456	194	신청자FAX번호
513	194	자료관코드
709	194	보존방법
759	194	발신자
780	194	호
995	194	데몬중지일시
1013	194	기관명
1046	194	최초등록자ID
106	194	파일추출실행전_철
886	194	최초등록일시
437	194	TEM P_PRT_NO
392	194	접수일자
488	194	총서명
639	194	페이지끝
962	194	최초등록일시
181	194	ETC_TITLE
841	194	최초등록일시
133	194	본문손상_파일손상건수
290	194	행위자직위직급명
591	194	편철순서
159	195	검수시작일자
556	195	MNGNO
199	195	PRSD_NAME
616	195	재변환구분코드
927	195	최초등록일시
709	195	보존기간
759	195	구기록물보존기간
780	195	통권
995	195	데몬실행여부
1013	195	과제인수여부
1046	195	최초등록일시
416	195	통권
437	195	삭제일자
456	195	신청기관
691	195	대량등록파일오류순번
106	195	파일추출실행_철
886	195	최종수정자ID
639	195	처리일자
962	195	최종수정자ID
392	196	상태
488	196	잡서명
133	196	본문손상_빈문서건수
181	196	TMP_TITLE
538	196	첨부파일ID
591	196	기록물건분류번호
841	196	최종수정자ID
290	196	검토의견
159	196	오류건수
199	196	PROD_DT
556	196	DHOUSECODE
616	196	재변환처리자ID
927	196	최종수정자ID
416	196	주기사항
456	196	신청부서
513	196	규격
709	196	보존기간만료년도
759	196	옛날지명
780	196	주기사항
995	196	비고
1013	196	과제연계일자
1046	196	최종수정자ID
437	196	삭제ID
691	196	오류시트번호
106	196	파일추출정상_철
886	196	최종수정일시
392	197	등록처리서번호
488	197	공개여부(US014)
639	197	구기록물등록
962	197	최종수정일시
181	197	PRSD_NAME
841	197	최종수정일시
133	197	본문손상_내용누락건수
290	197	요청상태값
591	197	등록일자
159	197	ERROR1010건수
556	197	ORGTYPE
199	197	PROD_LCTN
616	197	파일스토리지경로
927	197	최종수정일시
513	197	생산국명
709	197	보존기간(생산시)
759	197	번지
780	197	원저자명
995	197	최초등록자ID
1013	197	비고
1046	197	최종수정일시
416	197	원저자명
437	197	공개제한구분
456	197	신청전화번호
691	197	오류행번호
106	198	파일추출오류_철
538	198	첨부유형코드
886	198	변경일자
639	198	"취소,반송일자"
392	198	이송장소코드
488	198	공개제한부분표시
133	198	본문손상_그림손상건수
181	198	PROD_DT
591	198	페이지시작
331	198	SID (FK)
290	198	업무종류코드
315	198	SID (FK)
159	198	ERROR1011건수
199	198	DOC_DESC
556	198	KYUKYUK
616	199	백업위치(RG0562)
416	199	공저자명
456	199	신청FAX번호
513	199	수집처
709	199	생산시스템구분
759	199	생년월일1
780	199	공저자명
995	199	최초등록일시
1013	199	최초등록자ID
437	199	저작물이용동의
691	199	오류열번호
106	199	파일추출처리율
538	199	저장매체ID
886	199	기관명(폐쇄기관용)
270	199	1
392	199	FORSTORECD
488	199	비공개기간시작일
230	199	SID (FK)
181	199	PROD_LCTN
133	199	본문손상_변환오류건수
290	199	업무행위일시
591	199	페이지끝
315	200	SID (FK)
331	200	SID (FK)
159	200	ERROR1012건수
556	200	COUNTRYNAME
199	200	PRSN_NAME
616	200	백업서버종류
513	200	생산기관명
709	200	보존장소
759	200	생년월일2
780	200	역자명
995	200	최종수정자ID
1013	200	최초등록일시
416	200	역자명
437	200	비동의사유
456	200	간행물제목
691	200	오류항목명
106	200	파일추출비고
223	200	관계유형코드
538	200	비고
886	200	기관분류(RG094)
270	200	2
324	200	행번호
639	200	기록물유형
308	201	관계유형코드
392	201	손망실여부
488	201	비공개기간종료일
133	201	본문손상_암호입력건수
181	201	DOC_DESC
591	201	처리일자
290	201	의견일시
159	201	ERROR1013건수
199	201	PRSN_POS
556	201	SUJIPCHEO
616	201	백업파일키
416	201	유형구분코드2
456	201	발간주기
513	201	원본사본여부
709	201	기록물위치
759	201	사건명
780	201	유형구분코드2
995	201	최종수정일시
1013	201	최종수정자ID
691	201	대량등록파일오류유형코드
106	201	파일추출계획수량_파일
538	201	최초등록자ID
886	201	기관분류
223	202	변경이력순번
308	202	변경이력순번
392	202	대출여부
488	202	편저자명
639	202	접수확인
181	202	PRSN_NAME
133	202	본문손상_확장자이상건수
591	202	구기록물등록
159	202	ERROR1014건수
556	202	PRODKIKWANNAME
199	202	DTL_HMS
616	202	백업일시
513	202	판본구분
709	202	신구기록물구분
759	202	축척
780	202	대등서명
1013	202	최종수정일시
324	202	특수목록1
416	202	대등서명
456	202	용도
691	202	대량등록파일오류상세내용
106	203	파일추출실행전_파일
363	203	발간일자
538	203	최초등록일시
392	203	독촉장인쇄횟수
488	203	회차
133	203	관인서명_관인누락건수
181	203	PRSN_POS
591	203	취소반송일자
159	203	ERROR1015건수
199	203	DTL_LANG_GBN
556	203	WONBONGUBUN
223	204	관계ID
416	204	부서명
456	204	매체
513	204	권수
709	204	권호수
759	204	인명
780	204	부서명
324	204	특수목록2
691	204	최초등록자ID
106	204	파일추출실행_파일
308	204	관계ID
363	204	등록일자
538	204	최종수정자ID
392	204	작업자ID
435	204	발간등록신청일련번호
488	204	입수방법(RG030)
181	204	DTL_HMS
133	205	관인서명_관인중복건수
591	205	문서번호
644	205	1
159	205	ERROR1016건수
556	205	PANBONGGUBUN
199	205	DTL_FLD_GBN_A
223	205	관계설명
513	205	사용문자
709	205	권수
759	205	비고
780	205	원서명
324	205	특수목록3
416	205	원서명
456	205	총페이지
691	205	최초등록일시
106	205	파일추출정상_파일
308	205	관계설명
363	205	권
538	205	최종수정일시
392	206	웹카피
488	206	ISBN
133	206	관인서명_관인위치오류건수
181	206	DTL_LANG_GBN
591	206	기록물유형
644	206	2
159	206	ERROR1017건수
199	206	DTL_FLD_GBN_B
556	206	DOCQTY
416	206	총서명
456	206	생성일
513	206	재질
709	206	등록건수
759	206	원본사본여부
780	206	총서명
691	206	최종수정자ID
106	206	파일추출오류_파일
363	206	호
435	206	신청자명
538	206	ALERO 아카이브키
639	207	물건등록번호
181	207	DTL_FLD_GBN
488	207	ISSN
133	207	관인서명_서명누락건수
591	207	접수확인
159	207	ERROR1020건수
556	207	USECHAR
392	207	KDC
199	207	DTL_COLOR_GBN
709	207	쪽수
759	207	내용요약
780	207	잡서명
416	208	잡서명
456	208	폭(cm)
691	208	최종수정일시
106	208	1차바이러스검사시작일
435	208	주민번호(사용하지않음)
363	208	통권
639	208	공사구간
392	208	최초등록자ID
488	208	관련발행기관
133	208	비전자붙임_붙임별송건수
181	208	WRTR_NAME
591	208	인명
159	208	ERROR1021건수
199	208	PROD_DT_F
556	208	JAEJIL
416	209	공개여부
456	209	수정일
513	209	최초등록일시
709	209	내용요약
759	209	사용권한
780	209	공개여부
106	209	1차바이러스검사종료일
363	209	첨부파일ID
435	209	비밀번호
639	209	시작일자
181	209	COMPR_NAME
392	209	최종수정일시
488	209	관련발행기관2
133	210	전자붙임_붙임누락건수
591	210	주민번호1
159	210	ERROR1022건수
556	210	BOKWANBOXNO
199	210	PROD_DT_T
1013	210	일련번호
1047	210	우편번호
1064	210	직종코드
513	210	최초등록자ID
709	210	비고
759	210	처리기관코드
780	210	공개제한부분표시
416	210	공개제한부분표시
456	210	높이(cm)
106	210	1차바이러스검사평균소요시간
435	210	이메일
363	210	첨부파일명
977	210	분류코드
251	210	ID
962	210	분류코드 (FK)
639	211	종료일자
392	211	최종수정자ID
488	211	기증자
133	211	본문기타_비공개구분누락건수
181	211	SNGR_NAME
591	211	주민번호2
159	211	ERROR1023건수
199	211	MEDIA_SOUND_GBN
556	211	FST_REG_DT
1047	211	우편번호순번
416	211	비공개기간시작일
456	211	수정자
709	211	내용요약정보
759	211	구기록물생산기관명
780	211	비공개기간시작일
106	211	1차바이러스검사총소요시간
363	211	전송일시
435	211	신청자소속기관
962	212	코드식별
1013	212	목록제목
1064	212	직종명
181	212	PLAY_SPEED_GBN
392	212	최초등록일시
488	212	판차사항
628	212	(RG)
133	212	본문기타건수
591	212	물건등록번호
159	212	ERROR1030건수
556	212	FST_REGR_ID
199	212	PIC_GBN
977	212	코드명
513	212	카드명코드
709	212	인수자
759	212	특수기록물
780	212	비공개기간종료일
416	213	비공개기간종료일
456	213	내용요약
106	213	1차바이러스검사계획_철
435	213	신청자소속부서
363	213	ALERO파일ID
995	213	파일명
1013	213	요청내용
1047	213	시도명
1064	213	비고
488	213	기록물형태(RG001)
133	213	붙임손상_보존포맷미변환건수
181	213	DTL_STND_GBN
591	213	공사구간
159	214	ERROR1040건수
199	214	DTL_STND_GBN
556	214	DOCBUNRYUNO
977	214	코드명2
416	214	편저자명
456	214	삭제일
513	214	도면규격코드
709	214	인계자
759	214	신구기록물구분
780	214	편저자명
962	214	코드순서
106	214	1차바이러스검사실행전_철
363	214	ALERO파일SEQ
435	214	신청자전화번호
271	214	ID
639	214	규격
1013	214	등록ID
1047	214	시군구명
1064	214	최초등록자ID
181	214	ORGAN_NAME
488	214	발행국
133	215	붙임손상_파일손상건수
591	215	시작일자
159	215	ERROR1090건수
556	215	CARDNAMECODE
837	215	통합기관코드 (FK)
885	215	기관코드 (FK)
898	215	기관코드 (FK)
918	215	평가년도
199	215	ORGAN_NAME
977	215	시스템구분
513	215	비고
709	215	원본사본여부
759	215	키워드(인명)
780	215	회차
962	215	코드명
416	215	회차
456	215	요청및건의사항
298	215	SID (FK)
106	215	1차바이러스검사실행_철
435	215	신청자FAX번호
363	215	파일사용여부
273	215	ID
639	216	재질
1013	216	등록일자
1047	216	읍면동및다량배달처명
1064	216	최초등록일시
488	216	KEYWORD1
863	216	통합기관코드
133	216	붙임손상_암호입력건수
181	216	RMRK
591	216	종료일자
621	216	SID
885	216	평가년도
898	216	평가년도 (FK)
918	216	항목코드
159	216	ERROR1091건수
199	216	RMRK
556	216	DOMYUNCODE
977	216	코드구분
416	216	WEBCOPY
456	216	사용구분
513	216	구기록물문서번호
709	216	원문서번호
759	216	키워드(기관단체명)
780	216	WEBCOPY
962	216	코드명2
298	216	SID (FK)
106	217	1차바이러스검사정상_철
435	217	신청기관
230	217	SID (FK)
837	217	소장처코드
639	217	재질출처
1013	217	적용상태
1047	217	비고
1064	217	최종수정자ID
181	217	OPEN_YN
488	217	KEYWORD2
863	217	이전통합기관코드
621	217	SID
133	217	붙임손상_빈문서건수
591	217	옛날지명
159	217	ERROR2010건수
556	217	REMARK
898	217	항목코드 (FK)
199	217	CON_FORM_GBN
291	217	변경이력순번
977	217	코드설명
513	217	서고관리번호
709	217	구MF번호
759	217	언어
780	217	WEB_DOCNO
962	217	코드TAG1
223	218	행위자유형코드
416	218	WEB_DOCNO
456	218	비동의사유
106	218	1차바이러스검사오류_철
435	218	신청부서
837	218	소장처명
885	218	순위
918	218	항목순번
639	218	직업
1013	218	적용사유
1047	218	최초등록자ID
1064	218	최종수정일시
488	218	KEYWORD3
133	218	붙임손상_내용누락건수
181	218	RJCT_YN
591	218	번지
620	218	(
626	218	)
159	219	ERROR2011건수
199	219	OPEN_YN
556	219	OLDDOCNO
977	219	비고
223	219	변경이력순번
321	219	이관년도
416	219	OD_MOVED
456	219	공개구분
709	219	기증자
759	219	저작권
780	219	OD_MOVED
962	219	코드TAG2
543	219	ID
106	219	1차바이러스검사치료_철
435	219	신청전화번호
863	219	최초등록자ID
267	219	SIZE
837	219	소장처구분(PL001)
885	219	포상여부
898	219	조사내용
918	219	항목명
639	219	판결년월일
1013	219	적용일자
1047	219	최초등록일시
181	220	RJCT_RSN
291	220	변경전생산등록일자
488	220	출판사
133	220	붙임손상_그림손상건수
591	220	규격
159	220	ERROR2012건수
538	220	첨부파일순번
556	220	SGMNGNO
199	220	RJCT_YN
977	220	최초등록자ID
321	220	이관일련번호
513	220	내용요약정보
709	220	생산국명
759	220	임시세부목록삭제일시
780	220	MTYPE
962	220	시스템구분
416	220	MTYPE
456	220	생성자
106	220	1차바이러스검사치료불가_철
435	220	신청FAX번호
863	220	최초등록일시
837	220	소장국가(RG025)
885	220	포상명
898	220	비고
918	220	삭제일시
1013	221	쿼리내용
1047	221	최종수정자ID
291	221	변경후생산등록일자
488	221	최초등록일시
133	221	붙임손상_확장자이상건수
181	221	MAM_PATH
223	221	행위자명
591	221	재질
159	221	ERROR2013건수
199	221	RJCT_RSN
556	221	ARCH_PLACE
977	221	최초등록일시
321	221	이관파일순번
416	221	MTYPE_EXT
456	221	비공개사유및부분공개범위(내용)
709	221	생산국가
759	221	임시세부목록삭제자ID
780	221	MTYPE_EXT
962	221	코드구분
106	222	1차바이러스검사처리율
435	222	간행물제목
863	222	최종수정자ID
538	222	원문FILE명
837	222	소장기관연혁
885	222	비고
898	222	최초등록자ID
918	222	최초등록자ID
1013	222	쿼리등록일자
1047	222	최종수정일시
181	222	SUB_TITLE
291	222	변경전기록물제목
488	222	최초등록자ID
133	222	붙임손상_변환오류건수
223	222	행위자처리과코드
591	222	재질출처
159	222	ERROR2014건수
556	222	DISCRIPTION
691	222	대량등록파일ID (FK)
199	222	MAM_PATH
513	223	시작회차_국무회의록전용
709	223	업무담당자
759	223	최초등록자ID
780	223	입수구분
962	223	코드설명
977	223	최종수정자ID
416	223	입수구분
456	223	비동의시작일
106	223	1차바이러스검사비고
435	223	발간주기
863	223	최종수정일시
663	223	SID (FK)
837	223	소장기관설명
885	223	최초등록자ID
898	223	최초등록일시
918	223	최초등록일시
538	223	저장파일명
291	223	변경후기록물제목
488	223	최종수정일시
133	223	붙임기타건수
181	223	MAMDSID
223	223	행위자처리과명
321	223	자료관코드
591	223	직업
691	223	대량등록작업ID (FK)
159	224	ERROR2015건수
199	224	ETC_TITLE
556	224	OPN_YN
977	224	최종수정일시
416	224	처무구분
456	224	비동의종료일
513	224	종료회차_국무회의록전용
709	224	콜렉션명
759	224	최초등록일시
780	224	처무구분
962	224	비고
106	224	1차바이러스검사계획수량_파일
435	224	용도
663	224	SID (FK)
538	224	파일유형코드
837	224	담당자
885	224	최초등록일시
898	224	최종수정자ID
918	224	최종수정자ID
639	224	분할지번
291	225	변경전쪽수
321	225	파일명
488	225	최종수정자ID
133	225	최초등록자ID
223	225	행위자직위직급명
591	225	판결년월일
159	225	ERROR2016건수
362	225	작업요청번호
556	225	FRCHASU
199	225	MAMDSID
513	225	구기록물처리과코드
709	225	기록언어명
759	225	최종수정자ID
780	225	중요등급
962	225	최초등록자ID
416	225	중요등급
456	225	삭제자
658	225	변경이력순번
106	225	1차바이러스검사실행전_파일
435	225	매체
691	226	대량등록파일명
837	226	참조기관코드
885	226	최종수정자ID
898	226	최종수정일시
918	226	최종수정일시
538	226	첨부파일용량
639	226	소유자주소
291	226	변경후쪽수
488	226	총독부간행물공개제한유형
133	226	최종수정일시
223	226	검토의견
321	226	접수방법
591	226	사건명
159	226	ERROR2017건수
362	226	발간등록번호별기본목록순서
556	226	TOCHASU
416	226	FLAG
456	226	발간등록번호
709	226	출처구분
759	226	최종수정일시
780	226	FLAG
962	226	최초등록일시
106	227	1차바이러스검사실행_파일
435	227	총페이지
538	227	첨부삭제여부
691	227	대량등록원본파일명
837	227	소장처전화번호
885	227	최종수정일시
639	227	입력원도
291	227	변경전결재권자
321	227	처리구분
617	227	STATS
133	227	최종수정자ID
223	227	담당업무
591	227	총독부지목
658	227	변경전생산등록일자
159	227	ERROR2090건수
556	227	OLDKIKWANCODE
513	228	기록물등록형태
709	228	수집처
780	228	ISBN
962	228	최종수정자ID
367	228	ID
416	228	ISBN
456	228	처리상태
106	228	1차바이러스검사정상_파일
435	228	생성일
691	228	대량등록파일경로
837	228	소장처팩스번호
538	228	저장매체ID
639	228	비고
291	228	변경후결재권자
133	228	FST_REGR_ID
223	228	업무종류코드
321	228	접수일자
591	228	총독부지번
658	228	변경후생산등록일자
159	229	최초등록일시
362	229	첨부파일명
556	229	ARCAVETYPE
416	229	ISSN
456	229	신청일자
513	229	구소장처
709	229	매체등록일련번호
780	229	ISSN
962	229	최종수정일시
106	229	1차바이러스검사오류_파일
435	229	폭(cm)
538	229	첨부파일위치
691	229	대량등록파일처리상태코드
837	229	소장처전자우편
639	229	결재여부
291	230	변경전기안자
321	230	처리일자
996	230	기관코드
223	230	업무행위일시
591	230	분할지번
658	230	변경전기록물제목
159	230	최초등록자정보
362	230	ALERO파일SEQ
556	230	ARCAVEPRODTYPE
513	230	유형
709	230	민간기록물_선정구분
780	230	관련발행기관
416	230	관련발행기관
456	230	관리자답변
106	230	1차바이러스검사치료_파일
435	230	수정일
691	231	대량등록파일구분코드
837	231	소장처주소
538	231	비고
639	231	원본사본여부
291	231	변경후기안자
591	231	소유자주소
658	231	변경후기록물제목
159	231	최종수정일시
556	231	OLDSOJANGCHEO
416	231	관련발행기관2
456	231	상위발간번호
513	231	지질
709	231	사용권한
780	231	관련발행기관2
106	232	1차바이러스검사치료불가_파일
435	232	높이(cm)
247	232	1
538	232	최초등록자ID
691	232	대량등록파일초기화여부
837	232	비고
639	232	수집상태
291	232	변경전시행일자
591	232	입력원도
658	232	변경전쪽수
159	232	최종수정자정보
556	232	UHEUNG
513	233	지기
709	233	추가보관매체정보
780	233	기증자
416	233	기증자
456	233	이메일신청구분
733	233	임시기본목록SID
106	233	2차바이러스검사시작일
435	233	수정자
996	233	기관차수(RG058)
691	233	최초등록자ID
837	233	최초등록자ID
247	233	2
538	233	최초등록일시
639	233	발신자
291	233	변경후시행일자
591	233	비고
658	233	변경후쪽수
159	234	이관일련번호 (FK)
556	234	GIGIL
